c1_tilde	c_equivalent_tide
63.72426861608085	14.879743955935181
77.77798274341016	14.661477348749909
12.515329108840364	10.816920582137445
29.57651635213556	12.233910254511951
63.59112141006331	14.04177421742261
89.08627490803146	16.138775393491148
83.57094243016267	15.389739500746332
36.48235596534983	12.831172177564635
57.93221072412757	13.171925693946498
18.44188739047662	10.650030878780196
51.7496062389407	13.727014137704671
10.86555976418859	9.135809238010921
64.87149977612032	13.883276984034508
61.52558584921859	13.896540752095108
29.099429906159084	11.895520863972274
68.59075437784226	14.296064053447129
11.286251993430584	9.43613572999438
24.365273492531056	11.219531733761817
15.820130811088024	10.495216202180146
16.16594858176093	10.178689650138436
66.32025690271712	15.105779683067158
72.90025136552619	14.289394884015612
37.0020318160642	12.228256121778058
64.76736395463067	14.617930687330704
47.00324088088437	14.056762857735732
60.153074348832455	14.05605338177407
71.14294628684084	13.671133627244604
14.72224191568898	9.995905273408134
48.83968643647303	13.429920218576674
95.27985909030915	14.620358521745583
38.474157014980186	12.841564262287784
17.94363332153034	11.462059176741993
63.62384996224413	14.024650205910408
58.291959905147905	13.891531228537715
70.69872050169654	14.678172579755131
58.662917214406285	14.054876676288805
4.836457319157946	7.039069330197143
21.60571312926338	11.012857447589269
59.85827646146769	14.479675481184158
98.21572379441876	15.699172145486145
12.181867391547406	9.81215434734057
28.07308541565944	13.13923496057155
43.387438021053924	13.892073739067191
87.23586001655136	15.618483870093565
91.60763440080481	14.771023414109441
84.75042930368309	15.42261419590967
56.59018222650756	13.578054056795919
44.72154982498938	13.402684826599618
96.36198650606472	16.228238299556764
16.873199176986308	10.01775132088305
84.86353424623205	14.862370284056992
29.52988087442467	11.571954613868979
59.24761058895693	14.443614397809904
68.07919266020218	14.663620503679159
46.365862510931585	14.277241040629892
77.35780709422342	14.878721440713914
48.105872364259156	14.352621979504779
8.066996712865338	9.399135123718265
32.6178057233428	12.628796575674961
2.395651423049981	8.117505928425574
90.30314465548021	14.747220729436695
83.93766569092334	14.645964279395926
71.12169459254994	15.308678083552307
84.58823754442616	15.298706511475723
31.841466269436875	12.620890930835225
36.72706937760975	14.27831450878876
97.18936109765379	15.36931220235249
29.010959661583875	12.92103958234446
52.079613876190834	13.717603806606817
77.79680699365123	13.840018442235598
62.5575028901338	14.181172431175481
26.997012264123246	12.866953951406181
73.8053876323628	15.04555635314898
41.26750234280148	13.57441959008749
5.25861541366647	8.004492659953891
23.80413955666642	12.220152045407639
29.588176746813513	12.576661401533125
84.2690686588304	14.030546889766313
29.34286513647567	13.559249549095906
60.48483982419825	13.399088546926915
12.10046135675176	10.637664766532792
34.446972025577516	12.143041686200744
86.15784068696397	16.298200502787875
22.16602629818638	11.537127391912257
51.52453646416601	13.797118436939053
37.96208962539529	13.14936560947147
22.065115222441513	11.824719703407299
19.99814742861284	11.61272184423391
67.82976805406352	14.482189780171693
94.08953019965905	15.66163022333255
53.41067627038736	14.129624870128085
4.757623880873067	7.711554036540723
8.352484501934535	8.919775711978623
87.77750671903551	15.339433489893878
48.72579295410671	14.057397907284304
27.22360211220499	11.024131707443761
92.79216614682797	15.568283264620455
64.57270808958964	15.375287344635222
50.88258749076022	13.179438191874862
34.79847734861818	13.384988071756341
4.796765854229617	7.308245114294001
50.97944347381134	13.65601130435632
15.804286717339725	11.238612367963801
64.44562709426063	14.22082345618372
14.647591719050512	11.286738869703132
68.66637159101569	14.473280859187215
48.57019775114777	13.888600621704658
3.1776800594395946	8.147426810905298
40.033343316451514	13.310656651403757
86.346384765081	14.801298355807525
50.30351847604835	13.632619906203432
63.41389298695045	14.339870449147943
57.86221159513394	13.784388768120346
73.19183615649459	15.077745794689458
49.35230124828281	13.213881002625925
24.379844879807003	10.88656867530338
36.75487480539672	13.448227667319202
33.617242532405704	13.311991035083764
3.185521327340238	7.228036457426342
55.3242551326916	14.137803775644464
64.95538638761471	14.486264625622585
88.54762791004835	15.188078577401168
95.50317885260421	15.860512465154642
82.7204808143397	14.76674636136014
95.29668367189853	16.58073374898248
53.24486539276466	14.481709432676096
55.789254639454505	13.36272453834837
45.70551001187428	12.724558732378089
92.73143335736617	15.019752525579662
50.34763762720492	13.805616920496943
36.04260981194873	13.535140022159565
46.05109600134367	14.004021812706162
42.010540864335525	13.031995995485795
97.11259036196773	16.021453790433114
85.67150136546883	15.256401471814577
5.684155226536155	7.7865785898183155
70.25526818201551	13.988045939814102
74.39015140639512	14.81445182203995
18.031215200251815	10.950294066377861
66.06103377747074	14.051350010056982
4.352670143845879	7.353385825463632
65.84559051210222	14.274643385233862
16.045654907965876	9.997593165707823
19.238402206794976	10.930544480485075
17.913676449647983	10.90298093483446
13.471045760451315	9.592299943313556
65.1002013370347	14.478516742745352
63.344136361457046	15.43704164965562
26.343942386705827	12.49283504710625
63.88257156290484	14.925491640024994
68.44751089696996	14.734760429630468
10.769791812785229	10.675883826521062
60.120815028918315	13.750500498226312
88.15159174971849	13.965674181877482
84.83340852274037	14.835111540688548
21.17170026076495	10.924310730702429
64.65899749021503	14.75939617652973
45.87129148851072	13.840201835261972
46.578840361140735	14.03977669686601
23.901196752474288	11.59895775134943
60.424432422298715	14.72031533519008
74.82431711119597	15.327585027628892
54.48807881348677	13.886791983973703
35.99637888992274	13.350732508932381
70.68608874332035	14.476996555163264
7.229046780596794	9.19644528633044
22.070856905282962	11.945121287061363
66.70003030180146	14.007240252239786
70.83469651366791	14.4807995779955
56.82874360846072	14.094952041810526
79.53900846766194	15.512850382647862
11.799880968573087	8.840861461002218
49.651706808969195	14.45572848578796
68.55478297115634	14.164656192819516
93.19686988130957	15.090500417348053
67.74102794825701	14.56655812759623
73.39681134915843	14.44474478083449
55.14461511795897	14.606943184963647
60.25429795554969	14.88329123798238
87.66923513125997	15.68278318169477
22.05994080112426	11.679819650307458
45.70197248218641	13.367117100696728
51.969735315724535	14.277330516628302
45.88635366254826	14.24235654665235
33.847948880285784	13.074569560327394
76.05794258444323	14.506631654814507
61.289918451828015	14.963100481573779
38.16031583513352	13.807529941073744
36.2913172737502	12.445810622803425
89.28686281265782	14.452085949964545
90.51823091205686	14.98004616089947
23.340677788368193	12.158750559579774
5.168691268178724	8.047195935329366
44.57206065064719	14.248444351943757
45.740324735812884	13.314116878452054
1.4442226930354716	7.057744030057973
92.9502557169955	15.008828992104604
26.275788987748545	11.831031027465869
96.23335272461584	15.259268705617922
22.248331128208203	12.051615435965138
73.49293136208156	14.63109283610821
35.22948235219544	13.02318617846016
13.99686978070422	10.514585745563018
37.803501566391965	12.809191880858403
21.282069690674877	11.082448336431066
40.97679378998518	13.54433118951578
50.42041629743328	14.767389393846607
5.61395738633243	7.60731467944962
36.3867244130208	13.357492792107449
90.05284745293433	14.663261413036462
15.43718405306426	10.625223557453985
24.11247294551182	11.780056158654498
49.60432848787699	13.564644672701453
83.76497958008407	13.665001518310682
92.65262953992213	15.47451730882377
43.67861200873164	12.133097807876599
83.84216266365823	14.9117862013944
22.7669514299063	12.303452809786194
32.95028153616007	12.253104217062562
49.352677045965244	13.939491427663015
21.528521629622286	11.029473594084543
11.865672356856148	10.636605457301911
6.345637316741015	8.840328414105292
13.322358830693531	10.27344810917153
33.76588652940408	13.049810373673221
41.227813091039636	13.142999898960479
74.87924590631677	14.626496539318177
77.53966394364924	14.94777912889832
37.39646131633041	13.26946129349115
3.989050299763376	7.372842763478599
94.38284717021298	15.611405985171675
99.1910000978047	15.900237225941419
12.022388398085633	9.753975758137624
23.057582103311773	11.42432039418105
55.660311282637736	12.787991079335011
3.758525034324273	8.39379173481688
51.13327616446535	14.613030828802676
26.977539078003286	12.43994145672404
32.859014434256586	13.053239120277809
43.521565452306305	12.92397422138934
33.906310201893575	13.019774114378096
96.22430174312005	16.206398988180542
2.9447199331380527	7.605562002287007
93.44234410464419	15.753031030910648
11.053431729482257	10.866969798920953
79.48720729155308	14.69328470296787
6.390704982791807	8.515848573479394
41.391050222822585	11.778677338430937
35.554525970379835	12.591627604642003
32.23477213707071	12.617052676485532
55.212356654267964	13.65135025681066
42.51144474010109	14.09486862825417
27.759356711062114	11.767853205302437
11.9006487629056	9.659001790613479
55.51688922344867	13.773701758186704
85.83209192404819	15.076178056983654
58.69206492089819	15.162090719070404
79.83483620695148	15.231184306657129
16.511705409779182	10.570940021986614
39.97005854399576	13.065553942744161
47.319987892683585	14.197756010790307
87.05572501979059	15.162539906737548
62.17704846185787	14.302364844531466
61.67843893179143	14.024079766292525
74.53133301629059	15.098352166766498
41.57871963878423	13.304971243767746
86.13810147123274	15.051807009735173
44.45210186617409	13.2650772703338
48.5464228424115	13.820477599466042
22.086368783474853	11.568992747266512
62.136026832096	15.162289177769443
24.39007924777434	12.83944362335868
37.62134383070961	12.637565758889782
44.4352335852874	13.96157277932815
8.33172296627253	9.6966164162529
33.137405372189036	12.030242968882535
64.46453754482177	14.548730895849765
99.51205450246024	15.571155505984475
44.76563002781315	14.471074087694099
70.43314517256523	14.862874679590018
6.332287256906113	8.08935219722896
7.89713552825029	8.314027154552605
5.490055674014502	8.504123635622845
52.195014934552354	13.60134443220711
11.341913532618406	10.259718695089425
60.04517006807321	13.981819624895445
81.46199700074365	15.049527307054282
95.31588394471262	15.91271965620999
39.85508438868744	13.737640767818629
32.79774969461533	12.408771445123074
19.690084541040978	11.060429633756671
74.61777696443585	14.3640159633892
47.50590316972275	13.086468354909153
55.098137204015885	13.71778777090684
4.504806119210472	7.362427294497962
39.74662639315237	13.789580547551012
42.576208268887264	13.180435291683342
40.318181007981096	13.328598280632168
41.67915636849604	13.727162963506736
53.107382267500576	13.878641836196222
47.86817654194544	13.971138304589681
38.80710112959973	12.867390130969596
87.17763380587309	14.383861363323154
10.911345785430045	10.41470693147539
98.63425971495815	15.58166836296598
39.06985383065173	13.17066623507206
50.78821026626428	13.986554775836296
29.589741690940006	11.76697000596399
21.51499191729279	11.724651696989975
63.742971117672255	14.647530305758524
78.85895720701149	14.685220503898538
5.148992228831005	7.547252161638019
60.44431401344142	13.900896371712244
86.2127981805519	15.73160268447293
86.3978367695201	15.000766080413982
79.17424260156793	14.332650126654038
16.45526363507438	10.234526928049151
79.47669465603668	14.376968727789318
11.235856267422188	9.494888152343387
1.8619036328009595	7.153380128178453
15.81639833958321	10.34998588956144
84.4657927975544	14.791874264607427
21.667374311392336	11.10824584480117
81.20011914213443	14.834353581985326
56.12766378078617	14.869926525781402
63.952794721678245	14.093628316906303
78.96518672724123	14.617048079089388
49.74724874519353	13.827847318078566
59.926690199364614	14.539524880584528
91.54017875483561	15.566486693705613
42.185899672986096	12.899231284655224
95.72315822047183	15.575726789699962
43.51642826469911	12.894388147203047
14.490101698772234	10.247125584313338
85.4719506957371	15.312686435714472
44.32101200748833	13.007801117335068
44.51469049218813	13.415493068057017
11.478450411244133	9.472351127065842
76.48832654217595	14.795518838513438
41.766261603851376	13.491995633824049
82.55804729713844	14.918767929472827
45.25857537421153	13.66884686776983
6.112199044856729	7.427536370453236
18.36176740887429	9.673533852109125
81.74698662399196	14.778527639831541
86.87107374347593	15.925050531567006
5.200857226126437	8.169881816383212
41.7965990301153	13.618837436947246
80.27725455580169	15.454201361712881
54.89019585515417	15.06977858557504
11.996074386794584	9.049797654097887
72.27421502884053	14.316023428497902
63.345347428165304	13.498181750839848
72.11824471321209	14.829235882858042
91.83353834565105	15.46853806002153
35.182328469659545	13.23784582856776
23.912716374540032	11.47842007928983
82.27001334552331	14.89623342983916
40.296184505089755	13.886198274786961
12.583554512730421	10.92876432958398
57.716532320709256	14.186893651254113
6.575602191699814	8.846520293419118
16.0013295691837	11.047594128336087
34.51749992982383	13.223583736015195
33.65092868563673	11.96147614018049
39.369354290326996	12.371354213793753
90.00442083789841	15.638514461301476
