#All the are expressed in picoFarad
#c1	c_equivalent	
47.0681	14.8098
12.0253	10.4819
26.3008	12.8953
99.9369	16.9216
89.5457	16.654
31.7335	13.5205
96.856	16.8468
93.6029	16.7638
60.6929	15.5895
16.098	11.3228
91.1004	16.697
17.472	11.574
18.7291	11.7913
72.6804	16.1044
74.7868	16.1827
24.2313	12.6242
36.5813	13.9923
51.3958	15.0857
8.5881	9.63411
55.2524	15.3081
70.6433	16.0256
14.7521	11.0619
98.6135	16.8899
81.2191	16.4035
96.8011	16.8455
5.80231	8.82754
48.6912	14.9168
99.5422	16.9122
10.1636	10.0407
28.7264	13.1887
5.68807	8.79177
26.2093	12.8837
97.7669	16.8693
65.9033	15.8291
55.0138	15.2949
57.7823	15.4433
44.5547	14.6348
64.3351	15.7598
35.0996	13.8556
7.75657	9.40582
32.1609	13.5651
87.729	16.6024
29.6864	13.2983
26.7973	12.9574
17.78	11.6283
33.5046	13.7012
90.875	16.6908
24.0691	12.6021
70.2132	16.0085
97.7879	16.8698
43.5757	14.5634
56.0082	15.3493
80.2402	16.3716
23.0401	12.4585
91.8342	16.7169
3.05666	7.89956
57.4539	15.4262
82.7846	16.4534
43.9718	14.5925
16.3685	11.3735
29.565	13.2847
34.2656	13.7758
79.1015	16.3337
20.5809	12.0919
7.03519	9.19946
32.0815	13.5569
82.2266	16.4358
33.2583	13.6767
56.0271	15.3503
31.3164	13.4765
5.80762	8.82919
68.7075	15.9476
50.4679	15.0291
73.9661	16.1526
8.23432	9.5382
45.9861	14.7359
43.7578	14.5768
51.1533	15.0711
63.0508	15.7013
12.8612	10.6675
86.5256	16.5673
79.1321	16.3347
71.0424	16.0413
29.145	13.237
96.3449	16.8341
22.0516	12.3153
22.4722	12.3769
20.8129	12.128
32.3302	13.5826
68.3631	15.9334
23.3726	12.5055
95.204	16.8052
30.5386	13.3926
10.7303	10.1793
28.7541	13.192
36.4315	13.9788
66.7573	15.8659
36.6264	13.9964
10.5599	10.138
25.9546	12.8513
99.6852	16.9156
3.39711	8.02292
86.4046	16.5637
22.8735	12.4348
41.624	14.4153
27.4076	13.0323
42.9772	14.5188
73.253	16.126
56.704	15.3866
49.3205	14.9572
66.8391	15.8694
38.5502	14.1649
82.7193	16.4514
23.8355	12.57
91.5057	16.708
22.6111	12.397
40.7049	14.3427
84.2947	16.5003
73.2227	16.1249
72.9313	16.1139
7.62662	9.36923
12.8894	10.6737
28.0857	13.1136
4.85381	8.52349
39.1228	14.2132
66.5865	15.8586
56.0266	15.3503
59.1481	15.5131
63.4815	15.7211
82.838	16.4551
21.6778	12.2597
64.5629	15.77
52.0726	15.1263
41.1769	14.3802
57.2862	15.4174
97.1981	16.8553
91.8888	16.7183
15.5112	11.211
15.1675	11.1441
16.6237	11.4207
15.7985	11.2661
42.1927	14.4593
96.7225	16.8435
48.9046	14.9306
65.235	15.7999
53.0221	15.182
44.1724	14.6072
46.2732	14.7557
71.4502	16.0572
94.3572	16.7835
76.6613	16.2498
59.2302	15.5172
4.41597	8.37749
34.1775	13.7673
2.92523	7.85126
91.4984	16.7078
79.1141	16.3341
24.0323	12.597
23.699	12.5511
53.6932	15.2206
13.9538	10.8995
54.4454	15.2632
49.8136	14.9883
76.6356	16.2489
56.2379	15.3617
58.0318	15.4562
35.9989	13.9393
76.5256	16.245
21.3351	12.2081
16.3517	11.3703
45.1115	14.6746
42.6464	14.4939
6.18775	8.94654
45.7246	14.7177
50.9979	15.0616
11.5595	10.3753
90.9057	16.6916
42.1567	14.4565
17.4145	11.5638
73.4262	16.1325
38.9196	14.1961
10.579	10.1427
41.219	14.3835
70.5581	16.0222
66.9168	15.8727
60.3576	15.5731
95.2911	16.8074
97.7408	16.8687
46.286	14.7566
6.02418	8.89635
17.3811	11.5578
60.9844	15.6036
77.9196	16.2935
26.2692	12.8913
69.6231	15.9849
98.0429	16.876
49.1401	14.9457
18.7844	11.8007
56.0294	15.3504
12.7297	10.6388
9.96366	9.99091
13.0704	10.7129
32.5055	13.6006
6.13009	8.9289
33.5605	13.7068
47.7595	14.8559
13.7522	10.8576
99.8711	16.92
34.7071	13.8183
72.4339	16.095
79.6328	16.3515
4.71073	8.47619
29.0719	13.2286
70.7583	16.0301
78.456	16.3119
80.9875	16.396
6.43921	9.02281
55.6772	15.3313
45.0004	14.6667
25.1808	12.7511
17.2332	11.5314
34.2653	13.7758
46.9931	14.8047
93.8231	16.7696
4.39364	8.36994
98.2752	16.8817
32.0626	13.5549
33.4664	13.6975
33.5462	13.7054
24.3838	12.6449
67.1867	15.8842
35.4415	13.8877
79.843	16.3584
90.9721	16.6935
23.624	12.5407
23.0251	12.4564
35.9541	13.9352
2.8696	7.8307
72.4517	16.0957
28.926	13.2118
11.8001	10.4307
38.1429	14.13
32.3378	13.5833
61.6248	15.6344
48.5302	14.9064
7.31148	9.27944
99.1245	16.9022
22.8639	12.4334
17.4522	11.5705
18.3139	11.7208
46.565	14.7757
44.5162	14.632
92.3162	16.7298
6.86464	9.14949
51.3046	15.0802
17.4636	11.5725
97.4622	16.8618
94.0207	16.7747
56.2387	15.3617
84.2066	16.4976
20.0779	12.0125
56.8374	15.3937
53.0961	15.1863
46.8568	14.7955
48.1509	14.8817
43.0024	14.5207
99.8754	16.9201
73.0247	16.1174
53.8569	15.23
29.8776	13.3197
11.9102	10.4558
72.1997	16.0861
69.2758	15.9708
13.5518	10.8155
5.56323	8.75243
33.5531	13.7061
38.2533	14.1395
22.4052	12.3672
17.5753	11.5923
70.3388	16.0135
30.7397	13.4145
25.1186	12.7429
62.4756	15.6745
58.0517	15.4572
33.4293	13.6938
95.4732	16.8121
70.719	16.0286
62.2857	15.6656
50.5252	15.0326
47.1689	14.8166
7.15179	9.23336
24.4041	12.6476
93.7157	16.7668
67.6716	15.9046
16.5174	11.4011
18.9454	11.8276
35.5864	13.9012
8.83192	9.6992
39.262	14.2248
14.3719	10.9853
4.5996	8.43917
65.5533	15.8139
65.8178	15.8254
87.9057	16.6075
25.5966	12.8053
60.803	15.5949
49.8375	14.9898
36.4699	13.9822
12.2807	10.5394
93.9343	16.7725
56.7728	15.3903
19.8826	11.9812
13.3143	10.7652
12.3917	10.5642
7.7945	9.41645
84.4173	16.504
36.7221	14.005
27.0005	12.9825
47.4513	14.8355
62.7015	15.6851
49.6972	14.981
49.3443	14.9587
12.3393	10.5525
67.683	15.9051
62.9588	15.697
98.2133	16.8802
79.7527	16.3554
61.6276	15.6345
86.2986	16.5606
50.8129	15.0503
73.1373	16.1217
64.483	15.7664
96.942	16.849
54.1786	15.2482
20.6234	12.0985
57.0351	15.4042
76.7686	16.2536
14.4203	10.9951
90.476	16.6798
29.9236	13.3248
66.8357	15.8693
74.0785	16.1567
38.4359	14.1551
11.1747	10.2853
46.4469	14.7676
82.0388	16.4298
14.7405	11.0596
59.7222	15.5418
82.6945	16.4506
50.4045	15.0252
34.9854	13.8448
88.4449	16.6229
42.3669	14.4726
72.3632	16.0923
90.8321	16.6896
96.7564	16.8443
85.3892	16.5335
29.8722	13.3191
86.2202	16.5583
66.5857	15.8586
26.5493	12.9265
53.7008	15.2211
36.1744	13.9554
81.6177	16.4163
83.2288	16.4673
21.8538	12.286
87.661	16.6004
68.9897	15.9592
1.36721	7.24783
33.6942	13.72
54.2983	15.2549
21.8124	12.2798
28.0273	13.1067
54.9167	15.2895
29.0799	13.2295
37.6546	14.0876
17.0554	11.4994
71.4273	16.0563
81.3174	16.4067
8.9678	9.73511
4.47985	8.39902
45.5112	14.7028
32.8848	13.6392
5.65423	8.78113
40.9287	14.3605
86.5548	16.5681
57.551	15.4312
70.9081	16.036
12.2629	10.5354
4.11544	8.2751
68.2394	15.9283
25.8197	12.8341
89.1029	16.6416
8.76799	9.68221
71.3577	16.0536
51.7351	15.1061
90.1747	16.6715
19.8905	11.9824
33.6431	13.715
88.8338	16.634
53.7646	15.2247
96.3694	16.8347
53.8942	15.2321
60.5561	15.5828
31.4883	13.4947
57.5251	15.4299
74.6617	16.1782
82.6225	16.4483
83.8383	16.4862
19.4851	11.9168
56.7826	15.3908
35.6583	13.9079
82.151	16.4334
95.8352	16.8212
2.25121	7.59736
10.9546	10.2331
47.8152	14.8596
40.8149	14.3515
60.8231	15.5958
95.0154	16.8004
99.0406	16.9002
49.7838	14.9864
99.5336	16.912
42.9937	14.5201
85.7669	16.5448
31.3357	13.4785
86.5819	16.5689
27.8318	13.0834
13.5182	10.8084
33.1914	13.67
41.4105	14.3986
99.1218	16.9021
9.366	9.83895
48.7852	14.9229
39.1003	14.2113
18.1121	11.6861
56.629	15.3826
73.1861	16.1235
86.6466	16.5708
30.1017	13.3446
39.8497	14.2734
95.9735	16.8247
60.2157	15.5662
81.7369	16.4202
22.0383	12.3134
3.17239	7.94178
98.3226	16.8829
55.3089	15.3112
15.2846	11.167
13.7532	10.8578
26.084	12.8678
6.64617	9.08481
9.51423	9.87706
77.7358	16.2872
64.1345	15.7508
39.2544	14.2242
33.7803	13.7285
32.7149	13.6219
22.7739	12.4205
41.3562	14.3943
76.1809	16.2328
97.274	16.8572
75.6682	16.2146
58.5888	15.4848
37.9135	14.1102
2.07888	7.53074
63.1513	15.7059
61.2657	15.6172
85.1524	16.5263
12.9888	10.6953
33.3476	13.6856
29.0806	13.2296
83.02	16.4608
54.3388	15.2572
71.9587	16.0768
9.6861	9.92091
35.0943	13.8551
74.2686	16.1638
43.137	14.5308
56.3525	15.3678
25.889	12.843
80.1655	16.3691
54.3667	15.2588
14.6917	11.0498
59.8922	15.5502
3.08362	7.90943
76.2089	16.2338
14.7765	11.0667
46.1118	14.7446
35.4443	13.8879
25.3918	12.7787
45.0198	14.6681
64.9088	15.7854
24.0688	12.602
72.4245	16.0947
2.58889	7.72588
43.5415	14.5609
69.7158	15.9886
47.4024	14.8322
18.1702	11.6961
22.2196	12.34
77.6714	16.285
24.4263	12.6506
78.34	16.3079
41.113	14.3752
53.4312	15.2056
68.6761	15.9463
53.938	15.2346
